'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'0:30.957',3.315,10.174,10.482,-4.908,-4.816,10.375,6.262,2.95,6.916,7.256,2.069,-1.211
'0:30.961',3.327,10.202,10.499,-4.928,-4.818,10.397,6.256,2.947,6.947,7.256,2.07,-1.22
'0:30.965',3.311,10.233,10.546,-4.936,-4.849,10.436,6.26,2.947,6.94,7.247,2.06,-1.229
'0:30.969',3.326,10.22,10.518,-4.937,-4.828,10.415,6.257,2.942,6.982,7.232,2.047,-1.245
'0:30.973',3.334,10.195,10.484,-4.928,-4.807,10.386,6.255,2.944,6.918,7.236,2.05,-1.238
'0:30.977',3.33,10.182,10.475,-4.919,-4.804,10.375,6.256,2.95,6.933,7.251,2.072,-1.207
'0:30.981',3.321,10.193,10.496,-4.92,-4.819,10.391,6.255,2.946,6.942,7.26,2.076,-1.21
'0:30.984',3.316,10.225,10.532,-4.934,-4.841,10.425,6.256,2.939,6.952,7.248,2.062,-1.237
'0:30.988',3.308,10.219,10.534,-4.927,-4.845,10.423,6.261,2.94,6.934,7.241,2.044,-1.256
'0:30.992',3.32,10.189,10.493,-4.918,-4.818,10.387,6.254,2.941,6.939,7.233,2.043,-1.25
'0:30.996',3.342,10.184,10.466,-4.927,-4.794,10.372,6.257,2.949,6.915,7.252,2.077,-1.212
'0:31.000',3.33,10.195,10.488,-4.926,-4.811,10.388,6.263,2.953,6.939,7.263,2.081,-1.208
'0:31.004',3.306,10.235,10.552,-4.935,-4.855,10.44,6.27,2.949,6.979,7.256,2.062,-1.233
'0:31.008',3.334,10.269,10.558,-4.965,-4.844,10.46,6.271,2.958,6.994,7.251,2.048,-1.242
'0:31.012',3.329,10.257,10.552,-4.957,-4.844,10.451,6.276,2.963,6.967,7.256,2.056,-1.232
'0:31.016',3.359,10.241,10.505,-4.963,-4.805,10.42,6.278,2.97,6.959,7.274,2.087,-1.2
'0:31.019',3.357,10.257,10.524,-4.971,-4.816,10.437,6.28,2.97,6.984,7.29,2.103,-1.188
'0:31.023',3.336,10.291,10.578,-4.977,-4.853,10.481,6.29,2.97,6.995,7.28,2.085,-1.216
'0:31.027',3.338,10.311,10.597,-4.988,-4.862,10.5,6.286,2.974,6.974,7.272,2.077,-1.222
'0:31.031',3.344,10.308,10.588,-4.989,-4.854,10.495,6.284,2.974,6.998,7.282,2.09,-1.199
'0:31.035',3.364,10.296,10.555,-4.993,-4.828,10.472,6.275,2.97,7.001,7.305,2.116,-1.172
'0:31.039',3.349,10.295,10.57,-4.986,-4.842,10.478,6.252,2.96,7.001,7.322,2.133,-1.16
'0:31.043',3.343,10.322,10.602,-4.996,-4.862,10.508,6.249,2.942,7.025,7.306,2.118,-1.175
'0:31.047',3.337,10.321,10.607,-4.992,-4.867,10.51,6.241,2.941,7,7.296,2.1,-1.19
'0:31.051',3.34,10.31,10.594,-4.988,-4.859,10.499,6.248,2.943,7.01,7.297,2.108,-1.186
'0:31.054',3.363,10.289,10.549,-4.989,-4.825,10.466,6.255,2.955,7.027,7.321,2.137,-1.158
'0:31.058',3.378,10.292,10.538,-4.998,-4.813,10.461,6.253,2.962,6.977,7.343,2.159,-1.131
'0:31.062',3.344,10.291,10.571,-4.981,-4.845,10.477,6.262,2.972,6.991,7.333,2.152,-1.134
'0:31.066',3.344,10.283,10.563,-4.977,-4.841,10.47,6.25,2.953,6.978,7.298,2.118,-1.162
'0:31.070',3.349,10.248,10.523,-4.962,-4.819,10.431,6.237,2.945,6.976,7.287,2.11,-1.193
'0:31.074',3.367,10.221,10.477,-4.958,-4.788,10.396,6.241,2.951,6.948,7.295,2.114,-1.168
'0:31.078',3.379,10.207,10.451,-4.957,-4.768,10.375,6.24,2.949,6.933,7.296,2.118,-1.16
'0:31.082',3.355,10.226,10.494,-4.954,-4.801,10.406,6.25,2.952,6.97,7.302,2.131,-1.156
'0:31.086',3.333,10.26,10.55,-4.961,-4.841,10.451,6.255,2.95,6.98,7.284,2.101,-1.207
'0:31.089',3.33,10.237,10.53,-4.947,-4.832,10.43,6.256,2.945,6.958,7.266,2.079,-1.226
'0:31.093',3.337,10.2,10.486,-4.932,-4.807,10.389,6.246,2.946,6.937,7.259,2.074,-1.196
'0:31.097',3.352,10.186,10.458,-4.933,-4.786,10.369,6.252,2.946,6.914,7.268,2.091,-1.189
'0:31.101',3.33,10.202,10.495,-4.93,-4.815,10.395,6.248,2.942,6.939,7.262,2.087,-1.195
'0:31.105',3.313,10.223,10.533,-4.932,-4.842,10.425,6.245,2.935,6.945,7.238,2.059,-1.228
'0:31.109',3.316,10.208,10.516,-4.926,-4.832,10.408,6.243,2.926,6.977,7.231,2.039,-1.249
'0:31.113',3.344,10.189,10.469,-4.93,-4.794,10.376,6.243,2.935,6.91,7.232,2.056,-1.226
'0:31.117',3.345,10.176,10.454,-4.924,-4.787,10.361,6.249,2.944,6.874,7.256,2.08,-1.202
'0:31.121',3.336,10.185,10.473,-4.924,-4.8,10.376,6.251,2.943,6.925,7.262,2.086,-1.207
'0:31.125',3.322,10.218,10.52,-4.934,-4.831,10.415,6.249,2.943,6.968,7.247,2.069,-1.226
'0:31.128',3.331,10.214,10.506,-4.937,-4.819,10.406,6.252,2.94,6.95,7.239,2.057,-1.241
'0:31.132',3.329,10.189,10.483,-4.923,-4.809,10.382,6.255,2.944,6.918,7.244,2.063,-1.233
'0:31.136',3.352,10.167,10.439,-4.923,-4.776,10.35,6.254,2.949,6.866,7.256,2.075,-1.219
'0:31.140',3.347,10.186,10.463,-4.93,-4.791,10.371,6.261,2.953,6.9,7.268,2.09,-1.204
'0:31.144',3.317,10.217,10.524,-4.931,-4.836,10.417,6.258,2.946,6.957,7.255,2.072,-1.216
'0:31.148',3.318,10.215,10.521,-4.93,-4.834,10.414,6.261,2.951,6.908,7.243,2.068,-1.238
'0:31.152',3.316,10.191,10.499,-4.917,-4.823,10.391,6.259,2.949,6.931,7.25,2.069,-1.233
'0:31.156',3.348,10.176,10.451,-4.925,-4.784,10.36,6.259,2.954,6.932,7.26,2.084,-1.201
'0:31.160',3.326,10.181,10.478,-4.916,-4.809,10.376,6.266,2.956,6.915,7.276,2.098,-1.186
'0:31.163',3.313,10.204,10.514,-4.922,-4.833,10.405,6.265,2.955,6.929,7.261,2.077,-1.215
'0:31.167',3.332,10.207,10.498,-4.933,-4.815,10.399,6.275,2.969,6.936,7.238,2.044,-1.272
'0:31.171',3.341,10.179,10.461,-4.923,-4.793,10.366,6.315,3.025,6.905,7.192,1.977,-1.337
'0:31.175',3.372,10.143,10.395,-4.921,-4.744,10.315,6.344,3.088,6.904,7.241,1.991,-1.331
'0:31.179',3.407,10.115,10.331,-4.925,-4.695,10.27,6.37,3.179,6.852,7.331,2.061,-1.302
'0:31.183',3.43,10.124,10.317,-4.94,-4.675,10.267,6.397,3.255,6.875,7.491,2.181,-1.267
'0:31.187',3.505,10.178,10.296,-5.005,-4.627,10.283,6.364,3.255,6.884,7.846,2.487,-1.112
'0:31.191',3.589,10.208,10.243,-5.062,-4.559,10.272,6.26,3.173,6.842,8.352,2.988,-0.758
'0:31.195',3.655,10.258,10.227,-5.12,-4.518,10.289,6.085,2.963,6.889,8.842,3.521,-0.334
'0:31.198',3.686,10.387,10.325,-5.2,-4.551,10.402,5.89,2.689,6.925,9.358,4.134,0.145
'0:31.202',3.595,10.5,10.528,-5.21,-4.699,10.56,5.764,2.433,7.019,9.536,4.336,0.349
'0:31.206',3.457,10.58,10.746,-5.183,-4.877,10.71,5.678,2.233,7.12,9.44,4.281,0.39
'0:31.210',3.38,10.513,10.756,-5.11,-4.92,10.681,5.542,1.989,7.141,8.531,3.687,0.208
'0:31.214',3.244,10.432,10.812,-5.002,-5.016,10.669,5.541,1.922,7.109,6.996,2.422,-0.443
'0:31.218',3.201,10.378,10.801,-4.953,-5.033,10.636,5.598,2.017,7.089,6.733,2.034,-0.752
'0:31.222',3.215,10.386,10.794,-4.964,-5.022,10.637,5.656,2.119,7.071,6.871,2.097,-0.767
'0:31.226',3.202,10.388,10.81,-4.959,-5.037,10.646,5.761,2.259,7.094,6.948,2.118,-0.793
'0:31.230',3.223,10.369,10.769,-4.96,-5.006,10.616,5.868,2.412,7.058,6.991,2.094,-0.878
'0:31.233',3.255,10.345,10.714,-4.963,-4.962,10.575,5.976,2.549,7.048,7.06,2.119,-0.903
'0:31.237',3.259,10.344,10.708,-4.965,-4.957,10.573,6.051,2.649,7.051,7.151,2.163,-0.875
'0:31.241',3.261,10.387,10.749,-4.988,-4.976,10.615,6.07,2.663,7.075,7.183,2.168,-0.875
'0:31.245',3.228,10.428,10.824,-4.991,-5.031,10.672,6.085,2.681,7.126,7.177,2.14,-0.938
'0:31.249',3.251,10.402,10.774,-4.989,-4.994,10.634,6.113,2.716,7.108,7.167,2.101,-1.009
'0:31.253',3.271,10.343,10.695,-4.97,-4.944,10.566,6.14,2.754,7.054,7.165,2.082,-1.033
'0:31.257',3.285,10.296,10.634,-4.954,-4.907,10.511,6.159,2.785,7.033,7.186,2.098,-1.036
'0:31.261',3.288,10.307,10.643,-4.962,-4.91,10.522,6.175,2.805,7.032,7.2,2.098,-1.048
'0:31.265',3.272,10.314,10.666,-4.957,-4.929,10.536,6.186,2.811,7.018,7.185,2.074,-1.076
'0:31.268',3.271,10.312,10.665,-4.955,-4.929,10.535,6.184,2.812,7.009,7.176,2.069,-1.096
'0:31.272',3.291,10.305,10.638,-4.962,-4.906,10.518,6.192,2.821,7.038,7.184,2.071,-1.091
'0:31.276',3.301,10.279,10.601,-4.953,-4.883,10.486,6.189,2.823,7.003,7.206,2.085,-1.07
'0:31.280',3.299,10.302,10.626,-4.963,-4.896,10.51,6.189,2.825,7.011,7.207,2.1,-1.055
'0:31.284',3.273,10.329,10.679,-4.964,-4.936,10.55,6.202,2.825,7.058,7.207,2.089,-1.07
'0:31.288',3.266,10.323,10.68,-4.958,-4.939,10.548,6.194,2.822,7.054,7.19,2.074,-1.087
'0:31.292',3.29,10.311,10.645,-4.964,-4.91,10.524,6.192,2.827,7.046,7.196,2.091,-1.068
'0:31.296',3.303,10.29,10.611,-4.96,-4.887,10.497,6.195,2.827,6.993,7.212,2.11,-1.044
'0:31.300',3.297,10.305,10.632,-4.964,-4.9,10.515,6.2,2.83,7.016,7.229,2.131,-1.028
'0:31.304',3.295,10.345,10.673,-4.984,-4.921,10.555,6.196,2.826,7.045,7.222,2.113,-1.044
'0:31.307',3.28,10.334,10.677,-4.971,-4.931,10.552,6.195,2.823,7.021,7.197,2.082,-1.073
'0:31.311',3.29,10.327,10.66,-4.972,-4.917,10.54,6.196,2.821,7.037,7.204,2.092,-1.057
'0:31.315',3.304,10.305,10.624,-4.967,-4.892,10.511,6.191,2.817,7.082,7.217,2.115,-1.032
'0:31.319',3.298,10.309,10.635,-4.967,-4.901,10.519,6.189,2.819,6.975,7.232,2.128,-1.032
'0:31.323',3.282,10.344,10.685,-4.977,-4.934,10.561,6.191,2.823,7.04,7.23,2.118,-1.039
'0:31.327',3.276,10.348,10.695,-4.975,-4.942,10.568,6.192,2.816,7.057,7.212,2.103,-1.039
'0:31.331',3.292,10.336,10.668,-4.978,-4.92,10.549,6.188,2.818,7.021,7.208,2.116,-1.026
'0:31.335',3.307,10.324,10.64,-4.979,-4.898,10.528,6.192,2.83,7.055,7.232,2.137,-1.012
'0:31.339',3.288,10.322,10.657,-4.968,-4.916,10.536,6.196,2.83,7.02,7.25,2.153,-0.986
'0:31.342',3.29,10.358,10.692,-4.988,-4.933,10.572,6.197,2.827,7.035,7.248,2.147,-0.989
'0:31.346',3.279,10.377,10.721,-4.991,-4.954,10.596,6.197,2.825,7.062,7.23,2.132,-1.012
'0:31.350',3.277,10.354,10.701,-4.979,-4.944,10.574,6.194,2.832,7.054,7.237,2.148,-1.005
'0:31.354',3.29,10.335,10.669,-4.976,-4.921,10.549,6.199,2.841,7.048,7.247,2.165,-0.978
'0:31.358',3.29,10.331,10.665,-4.974,-4.919,10.545,6.199,2.84,7.042,7.266,2.177,-0.951
'0:31.362',3.289,10.365,10.699,-4.99,-4.938,10.578,6.197,2.839,7.023,7.266,2.171,-0.946
'0:31.366',3.284,10.394,10.733,-5.003,-4.957,10.61,6.193,2.84,7.111,7.253,2.173,-0.963
'0:31.370',3.289,10.381,10.716,-4.999,-4.945,10.595,6.194,2.839,7.061,7.254,2.163,-0.966
'0:31.374',3.303,10.368,10.689,-4.999,-4.925,10.574,6.201,2.844,7.04,7.272,2.195,-0.929
'0:31.377',3.304,10.36,10.68,-4.995,-4.92,10.567,6.2,2.855,7.044,7.292,2.216,-0.908
'0:31.381',3.293,10.39,10.72,-5.005,-4.946,10.601,6.21,2.864,7.069,7.303,2.225,-0.912
'0:31.385',3.28,10.415,10.758,-5.012,-4.971,10.633,6.207,2.861,7.104,7.293,2.211,-0.929
'0:31.389',3.305,10.418,10.736,-5.025,-4.947,10.623,6.209,2.868,7.078,7.293,2.206,-0.927
'0:31.393',3.3,10.382,10.706,-5.005,-4.936,10.591,6.208,2.88,7.069,7.3,2.222,-0.894
'0:31.397',3.322,10.385,10.687,-5.017,-4.915,10.582,6.211,2.893,7.044,7.332,2.258,-0.856
'0:31.401',3.322,10.413,10.715,-5.031,-4.929,10.61,6.219,2.902,7.108,7.346,2.276,-0.841
'0:31.405',3.292,10.441,10.772,-5.03,-4.972,10.653,6.226,2.919,7.092,7.349,2.271,-0.852
'0:31.409',3.295,10.439,10.768,-5.031,-4.968,10.649,6.232,2.924,7.099,7.353,2.272,-0.86
'0:31.412',3.309,10.422,10.736,-5.029,-4.945,10.625,6.243,2.95,7.083,7.377,2.289,-0.841
'0:31.416',3.337,10.409,10.695,-5.037,-4.912,10.598,6.248,2.963,7.052,7.4,2.317,-0.816
'0:31.420',3.326,10.443,10.741,-5.048,-4.939,10.638,6.262,2.983,7.072,7.427,2.34,-0.8
'0:31.424',3.299,10.462,10.787,-5.044,-4.976,10.671,6.258,2.984,7.133,7.418,2.325,-0.817
'0:31.428',3.31,10.459,10.772,-5.048,-4.963,10.662,6.266,2.999,7.102,7.419,2.317,-0.825
'0:31.432',3.325,10.448,10.746,-5.05,-4.943,10.644,6.274,3.022,7.093,7.438,2.339,-0.814
'0:31.436',3.345,10.433,10.712,-5.053,-4.915,10.619,6.289,3.052,7.069,7.47,2.378,-0.776
'0:31.440',3.333,10.443,10.733,-5.052,-4.932,10.634,6.299,3.06,7.099,7.494,2.392,-0.758
'0:31.444',3.329,10.476,10.77,-5.066,-4.953,10.67,6.305,3.08,7.089,7.501,2.391,-0.779
'0:31.447',3.332,10.479,10.77,-5.069,-4.951,10.671,6.311,3.092,7.109,7.501,2.378,-0.8
'0:31.451',3.342,10.461,10.743,-5.065,-4.933,10.648,6.325,3.119,7.129,7.513,2.381,-0.812
'0:31.455',3.365,10.437,10.695,-5.064,-4.897,10.613,6.33,3.135,7.115,7.545,2.409,-0.784
'0:31.459',3.365,10.441,10.699,-5.066,-4.899,10.617,6.338,3.153,7.079,7.561,2.426,-0.777
'0:31.463',3.369,10.476,10.73,-5.085,-4.913,10.649,6.35,3.164,7.094,7.569,2.418,-0.813
'0:31.467',3.37,10.477,10.731,-5.087,-4.913,10.65,6.353,3.174,7.124,7.559,2.39,-0.848
'0:31.471',3.378,10.453,10.698,-5.08,-4.892,10.622,6.356,3.189,7.097,7.565,2.394,-0.839
'0:31.475',3.39,10.424,10.657,-5.07,-4.866,10.587,6.36,3.201,7.075,7.578,2.412,-0.815
'0:31.479',3.389,10.42,10.654,-5.068,-4.865,10.583,6.368,3.211,7.068,7.601,2.427,-0.82
'0:31.482',3.382,10.438,10.679,-5.074,-4.881,10.605,6.368,3.201,7.071,7.601,2.418,-0.851
'0:31.486',3.372,10.435,10.687,-5.067,-4.89,10.607,6.366,3.202,7.074,7.582,2.385,-0.893
'0:31.490',3.398,10.413,10.639,-5.069,-4.853,10.573,6.36,3.196,7.064,7.574,2.378,-0.914
'0:31.494',3.411,10.374,10.586,-5.056,-4.819,10.526,6.357,3.197,7.036,7.589,2.388,-0.904
'0:31.498',3.423,10.35,10.55,-5.05,-4.796,10.497,6.351,3.184,6.991,7.594,2.39,-0.913
'0:31.502',3.404,10.352,10.571,-5.041,-4.816,10.507,6.339,3.163,7.045,7.585,2.368,-0.942
'0:31.506',3.385,10.354,10.593,-5.034,-4.836,10.52,6.334,3.146,7.031,7.556,2.333,-0.992
'0:31.510',3.407,10.33,10.547,-5.033,-4.802,10.485,6.329,3.136,7.008,7.535,2.305,-1.025
'0:31.514',3.422,10.29,10.492,-5.019,-4.768,10.437,6.323,3.125,6.962,7.523,2.291,-1.031
'0:31.518',3.394,10.251,10.48,-4.986,-4.775,10.412,6.319,3.116,6.963,7.5,2.27,-1.063
'0:31.521',3.379,10.27,10.514,-4.988,-4.799,10.438,6.309,3.087,7.017,7.485,2.239,-1.095
'0:31.525',3.375,10.29,10.539,-4.996,-4.815,10.461,6.309,3.083,6.981,7.447,2.193,-1.134
'0:31.529',3.387,10.267,10.503,-4.99,-4.791,10.431,6.301,3.067,6.952,7.416,2.173,-1.158
'0:31.533',3.4,10.235,10.459,-4.981,-4.762,10.394,6.297,3.06,6.915,7.392,2.159,-1.167
'0:31.537',3.399,10.222,10.447,-4.974,-4.756,10.38,6.305,3.054,6.925,7.392,2.157,-1.153
'0:31.541',3.382,10.228,10.469,-4.968,-4.775,10.395,6.291,3.036,6.962,7.373,2.142,-1.174
'0:31.545',3.355,10.241,10.509,-4.962,-4.809,10.422,6.283,3.017,6.965,7.33,2.097,-1.216
'0:31.549',3.368,10.239,10.495,-4.967,-4.795,10.413,6.285,3.013,6.963,7.309,2.082,-1.226
'0:31.553',3.366,10.214,10.472,-4.954,-4.785,10.389,6.281,3,6.933,7.305,2.064,-1.218
'0:31.556',3.382,10.199,10.44,-4.954,-4.761,10.366,6.28,3.008,6.909,7.304,2.071,-1.193
'0:31.560',3.367,10.207,10.464,-4.951,-4.781,10.382,6.28,2.996,6.949,7.297,2.081,-1.22
'0:31.564',3.348,10.232,10.507,-4.953,-4.812,10.416,6.278,2.983,6.946,7.276,2.054,-1.251
'0:31.568',3.352,10.227,10.499,-4.953,-4.806,10.409,6.275,2.983,6.948,7.256,2.031,-1.258
'0:31.572',3.377,10.213,10.46,-4.959,-4.774,10.383,6.269,2.982,6.919,7.251,2.034,-1.248
'0:31.576',3.382,10.188,10.429,-4.949,-4.756,10.355,6.273,2.977,6.882,7.262,2.045,-1.235
'0:31.580',3.357,10.198,10.464,-4.941,-4.786,10.378,6.276,2.982,6.922,7.275,2.061,-1.222
'0:31.584',3.329,10.218,10.512,-4.938,-4.823,10.411,6.278,2.97,6.941,7.249,2.037,-1.256
'0:31.588',3.339,10.229,10.513,-4.947,-4.819,10.417,6.269,2.967,6.929,7.232,2.019,-1.278
'0:31.591',3.358,10.212,10.477,-4.949,-4.792,10.391,6.264,2.959,6.97,7.231,2.012,-1.286
'0:31.595',3.355,10.195,10.463,-4.939,-4.786,10.376,6.271,2.971,6.931,7.246,2.036,-1.246
'0:31.599',3.359,10.198,10.462,-4.942,-4.784,10.377,6.265,2.967,6.938,7.251,2.037,-1.244
'0:31.603',3.33,10.222,10.515,-4.939,-4.824,10.415,6.268,2.961,6.912,7.25,2.037,-1.25
'0:31.607',3.332,10.235,10.526,-4.947,-4.829,10.427,6.27,2.968,6.966,7.232,2.016,-1.275
'0:31.611',3.343,10.209,10.49,-4.939,-4.806,10.396,6.265,2.961,6.935,7.23,2.015,-1.271
'0:31.615',3.366,10.196,10.453,-4.944,-4.776,10.371,6.267,2.967,6.9,7.244,2.037,-1.243
'0:31.619',3.358,10.199,10.464,-4.942,-4.785,10.378,6.272,2.977,6.933,7.263,2.061,-1.221
'0:31.623',3.345,10.224,10.502,-4.948,-4.811,10.409,6.272,2.965,6.934,7.251,2.048,-1.257
'0:31.626',3.354,10.245,10.514,-4.963,-4.812,10.426,6.268,2.968,6.967,7.246,2.03,-1.289
'0:31.630',3.354,10.224,10.493,-4.953,-4.801,10.404,6.27,2.965,6.927,7.235,2.014,-1.27
'0:31.634',3.366,10.189,10.447,-4.941,-4.772,10.364,6.265,2.962,6.92,7.241,2.037,-1.244
'0:31.638',3.371,10.203,10.455,-4.95,-4.774,10.376,6.272,2.972,6.909,7.267,2.061,-1.217
'0:31.642',3.367,10.224,10.48,-4.959,-4.789,10.399,6.272,2.975,6.941,7.266,2.059,-1.231
'0:31.646',3.333,10.239,10.529,-4.95,-4.83,10.43,6.273,2.966,6.915,7.246,2.028,-1.265
'0:31.650',3.353,10.232,10.503,-4.956,-4.808,10.414,6.279,2.979,6.939,7.236,2.012,-1.276
'0:31.654',3.363,10.208,10.469,-4.949,-4.785,10.385,6.265,2.967,6.909,7.237,2.02,-1.255
'0:31.658',3.36,10.2,10.463,-4.943,-4.784,10.378,6.275,2.979,6.934,7.262,2.052,-1.232
'0:31.661',3.368,10.231,10.486,-4.963,-4.792,10.404,6.272,2.973,6.956,7.263,2.049,-1.238
'0:31.665',3.332,10.235,10.526,-4.947,-4.829,10.427,6.279,2.973,6.96,7.248,2.03,-1.271
'0:31.669',3.341,10.224,10.506,-4.946,-4.815,10.411,6.271,2.964,6.947,7.235,2.023,-1.272
'0:31.673',3.353,10.2,10.471,-4.939,-4.792,10.381,6.275,2.975,6.936,7.251,2.037,-1.255
'0:31.677',3.365,10.188,10.447,-4.94,-4.773,10.364,6.274,2.975,6.929,7.264,2.055,-1.24
'0:31.681',3.368,10.215,10.471,-4.955,-4.784,10.389,6.279,2.975,6.931,7.261,2.045,-1.237
'0:31.685',3.336,10.232,10.519,-4.947,-4.823,10.422,6.274,2.975,6.96,7.25,2.036,-1.256
'0:31.689',3.338,10.227,10.512,-4.946,-4.819,10.416,6.271,2.967,6.966,7.225,2.008,-1.293
'0:31.693',3.36,10.221,10.484,-4.954,-4.794,10.399,6.276,2.975,6.94,7.241,2.026,-1.277
'0:31.696',3.37,10.201,10.454,-4.949,-4.774,10.374,6.28,2.979,6.919,7.258,2.041,-1.237
'0:31.700',3.366,10.208,10.466,-4.951,-4.782,10.383,6.275,2.978,6.941,7.256,2.052,-1.226
'0:31.704',3.339,10.24,10.524,-4.953,-4.825,10.428,6.281,2.975,6.962,7.248,2.042,-1.248
'0:31.708',3.336,10.223,10.51,-4.943,-4.819,10.413,6.275,2.969,6.945,7.234,2.02,-1.271
'0:31.712',3.353,10.219,10.49,-4.949,-4.801,10.401,6.277,2.976,6.939,7.239,2.029,-1.271
'0:31.716',3.366,10.195,10.452,-4.944,-4.775,10.37,6.278,2.972,6.931,7.254,2.047,-1.247
'0:31.720',3.361,10.202,10.464,-4.945,-4.784,10.379,6.277,2.97,6.942,7.254,2.057,-1.243
'0:31.724',3.342,10.219,10.5,-4.944,-4.812,10.406,6.279,2.969,6.933,7.243,2.033,-1.254
'0:31.728',3.35,10.223,10.497,-4.95,-4.806,10.406,6.279,2.967,6.953,7.222,2.016,-1.259
'0:31.732',3.352,10.209,10.481,-4.944,-4.797,10.392,6.273,2.967,6.941,7.227,2.035,-1.236
'0:31.735',3.371,10.189,10.442,-4.943,-4.768,10.362,6.273,2.958,6.94,7.237,2.054,-1.223
'0:31.739',3.357,10.195,10.461,-4.939,-4.784,10.375,6.269,2.962,6.916,7.256,2.064,-1.216
'0:31.743',3.342,10.22,10.501,-4.944,-4.812,10.407,6.277,2.968,6.949,7.251,2.055,-1.238
'0:31.747',3.345,10.227,10.505,-4.949,-4.813,10.412,6.27,2.956,6.958,7.22,2.022,-1.273
'0:31.751',3.352,10.204,10.476,-4.941,-4.794,10.386,6.268,2.959,6.964,7.219,2.018,-1.27
'0:31.755',3.374,10.182,10.431,-4.941,-4.761,10.353,6.27,2.961,6.944,7.232,2.032,-1.243
'0:31.759',3.367,10.185,10.442,-4.939,-4.769,10.36,6.273,2.964,6.934,7.246,2.054,-1.22
'0:31.763',3.32,10.208,10.512,-4.928,-4.828,10.406,6.277,2.961,6.932,7.243,2.047,-1.234
'0:31.767',3.326,10.219,10.517,-4.936,-4.828,10.414,6.273,2.968,6.932,7.233,2.039,-1.256
'0:31.770',3.343,10.207,10.488,-4.939,-4.805,10.394,6.267,2.95,6.913,7.225,2.037,-1.264
'0:31.774',3.357,10.19,10.456,-4.938,-4.782,10.37,6.271,2.963,6.9,7.234,2.041,-1.245
'0:31.778',3.374,10.175,10.425,-4.938,-4.758,10.346,6.266,2.952,6.928,7.231,2.049,-1.224
'0:31.782',3.358,10.203,10.468,-4.944,-4.787,10.381,6.269,2.959,6.918,7.244,2.061,-1.218
'0:31.786',3.352,10.225,10.497,-4.952,-4.805,10.407,6.266,2.948,6.975,7.226,2.032,-1.256
'0:31.790',3.348,10.209,10.485,-4.942,-4.801,10.394,6.268,2.955,6.931,7.215,2.027,-1.274
'0:31.794',3.352,10.181,10.452,-4.93,-4.783,10.363,6.266,2.955,6.907,7.226,2.035,-1.255
'0:31.798',3.347,10.165,10.442,-4.919,-4.78,10.35,6.267,2.957,6.923,7.237,2.051,-1.224
'0:31.802',3.349,10.198,10.473,-4.937,-4.794,10.381,6.264,2.956,6.943,7.241,2.058,-1.217
'0:31.805',3.332,10.222,10.513,-4.94,-4.822,10.414,6.267,2.948,6.938,7.22,2.037,-1.248
'0:31.809',3.353,10.209,10.48,-4.944,-4.796,10.391,6.263,2.952,6.931,7.212,2.033,-1.256
'0:31.813',3.358,10.18,10.445,-4.933,-4.775,10.358,6.259,2.948,6.897,7.217,2.038,-1.256
'0:31.817',3.366,10.168,10.426,-4.931,-4.762,10.343,6.263,2.956,6.902,7.239,2.059,-1.227
'0:31.821',3.352,10.188,10.46,-4.934,-4.787,10.371,6.264,2.953,6.925,7.247,2.058,-1.224
'0:31.825',3.322,10.211,10.513,-4.93,-4.828,10.408,6.27,2.951,6.969,7.232,2.037,-1.256
'0:31.829',3.336,10.201,10.488,-4.932,-4.808,10.391,6.268,2.95,6.902,7.217,2.028,-1.267
'0:31.833',3.343,10.181,10.461,-4.925,-4.792,10.367,6.268,2.948,6.917,7.226,2.039,-1.247
'0:31.837',3.354,10.171,10.441,-4.926,-4.776,10.353,6.273,2.96,6.904,7.245,2.065,-1.215
'0:31.840',3.347,10.187,10.464,-4.931,-4.791,10.372,6.265,2.955,6.912,7.241,2.068,-1.228
'0:31.844',3.33,10.219,10.512,-4.939,-4.823,10.412,6.268,2.956,6.942,7.238,2.057,-1.264
'0:31.848',3.323,10.203,10.503,-4.926,-4.822,10.4,6.265,2.941,6.965,7.215,2.016,-1.287
'0:31.852',3.348,10.183,10.459,-4.929,-4.788,10.368,6.266,2.95,6.956,7.207,2.011,-1.263
'0:31.856',3.369,10.17,10.425,-4.933,-4.76,10.344,6.265,2.954,6.929,7.226,2.048,-1.221
'0:31.860',3.374,10.196,10.446,-4.948,-4.768,10.367,6.272,2.968,6.929,7.253,2.068,-1.206
'0:31.864',3.342,10.214,10.496,-4.941,-4.809,10.402,6.265,2.952,6.947,7.227,2.046,-1.232
'0:31.868',3.325,10.208,10.507,-4.93,-4.823,10.404,6.272,2.953,6.963,7.222,2.039,-1.248
'0:31.872',3.373,10.203,10.453,-4.951,-4.772,10.375,6.266,2.953,6.918,7.219,2.035,-1.247
'0:31.875',3.379,10.183,10.427,-4.944,-4.756,10.351,6.264,2.952,6.903,7.232,2.04,-1.244
'0:31.879',3.371,10.186,10.439,-4.942,-4.767,10.359,6.262,2.951,6.89,7.235,2.052,-1.247
'0:31.883',3.346,10.212,10.49,-4.942,-4.804,10.398,6.263,2.953,6.933,7.231,2.042,-1.261
'0:31.887',3.32,10.215,10.519,-4.931,-4.832,10.413,6.273,2.954,6.956,7.218,2.031,-1.254
